Item ID,source,Notes,Location,Value,Inventory Date,Selected File Placeholder,Artist Name,Title,Series,Type,Date_Year,Medium,Signatures_and_Writing,Condition,Category,Size H in,Size W in,Size D in,Size Note,Size Units,Dimensions,Selected File Container,File 1 Container,File 2 Container,File 3 Container,File 4 Container,File 5 Container,Owner ID,Exhibited Data::Unique Combo,Exhibited Data::Exhibition ID MATCH FIELD,Exhibitions::Exhibition Name,Owners::Name,Duration,Filming Location
AT.P.0138,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.138.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,20.25,29.875,,,in,,AT.P.138.jpg,"remote:AT.P.138.jpg
size:3264,2448
JPEG:AT.P.138_8.jpg",,,,,,,,,,,
AT.P.0139,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.139.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,20,30,,,in,,AT.P.139.jpg,"remote:AT.P.139.jpg
size:3264,2448
JPEG:AT.P.139_8.jpg",,,,,,,,,,,
AT.P.0140,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.140.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,20,30,,,in,,AT.P.140.jpg,"remote:AT.P.140.jpg
size:3264,2448
JPEG:AT.P.140_8.jpg",,,,,,,,,,,
AT.P.0141,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.141.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,20,39.875,,,in,,AT.P.141.jpg,"remote:AT.P.141.jpg
size:3264,2448
JPEG:AT.P.141_8.jpg",,,,,,,,,,,
AT.P.0142,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.142.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,20,30,,,in,,AT.P.142.jpg,"remote:AT.P.142.jpg
size:3264,2448
JPEG:AT.P.142_8.jpg",,,,,,,,,,,
AT.P.0143,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.143.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,20,30,,,in,,AT.P.143.jpg,"remote:AT.P.143.jpg
size:3264,2448
JPEG:AT.P.143_8.jpg",,,,,,,,,,,
AT.P.0144,Aldo foundation,,"Rack 9, Shelf 4, Stack 2",,05/23/2013,AT.P.144.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,19.75,29.875,,,in,,AT.P.144.jpg,"remote:AT.P.144.jpg
size:3264,2448
JPEG:AT.P.144_8.jpg",,,,,,,,,,,
AT.P.0149,Aldo foundation,,"Rack 10, Shelf 4, Stack 1",,05/23/2013,AT.P.149.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,Wax and graphite on cardboard,,,Painting,15,20,,,in,,AT.P.149.jpg,"remote:AT.P.149.jpg
size:3264,2448
JPEG:AT.P.149_8.jpg",,,,,,,,,,,
AT.P.0150,Aldo foundation,,"Rack 10, Shelf 4, Stack 2",,05/23/2013,AT.P.150.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on paper,,,Painting,18,24,,,in,,AT.P.150.jpg,"remote:AT.P.150.jpg
size:3264,2448
JPEG:AT.P.150_8.jpg",,,,,,,,,,,
AT.P.0151,Aldo foundation,,"Rack 10, Shelf 4, Stack 2",,05/23/2013,AT.P.151.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on paper,,,Painting,23.875,28.75,,,in,,AT.P.151.jpg,"remote:AT.P.151.jpg
size:3264,2448
JPEG:AT.P.151_8.jpg",,,,,,,,,,,
AT.P.0152,Aldo foundation,,"Rack 10, Shelf 4, Stack 2",,05/23/2013,AT.P.152.jpg,Aldo Tambellini,,Sketchpad Destruction,,1988,Wax and graphite on sketchpad paper,"Verso: LL: ""Dec 13 / 88""",,Painting,18,24,,,in,,AT.P.152.jpg,"remote:AT.P.152.jpg
size:3264,2448
JPEG:AT.P.152_8.jpg",,,,,,,,,,,
AT.P.0153,Aldo foundation,,"Rack 10, Shelf 4, Stack 2",,05/23/2013,AT.P.153.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on paper,,,Painting,23.875,28.75,,,in,,AT.P.153.jpg,"remote:AT.P.153.jpg
size:3264,2448
JPEG:AT.P.153_8.jpg",,,,,,,,,,,
AT.P.0154,Aldo foundation,,"Rack 10, Shelf 4, Stack 2",,05/23/2013,AT.P.154.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on paper,,,Painting,22,29.875,,,in,,AT.P.154.jpg,"remote:AT.P.154.jpg
size:3264,2448
JPEG:AT.P.154_8.jpg",,,,,,,,,,,
AT.P.0155,Aldo foundation,,"Rack 10, Shelf 4, Stack 2",,05/23/2013,AT.P.155.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1989,wax and graphite on paper,,,Painting,22,29.875,,,in,,AT.P.155.jpg,"remote:AT.P.155.jpg
size:3264,2448
JPEG:AT.P.155_8.jpg",,,,,,,,,,,
AT.P.0162,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.162.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,"Verso: LL: ""Dec 14 / 88""",,Painting,18,24,,,in,,AT.P.162.jpg,"remote:AT.P.162.jpg
size:3264,2448
JPEG:AT.P.162_8.jpg",,,,,,,,,,,
AT.P.0163,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.163.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,in,,AT.P.163.jpg,"remote:AT.P.163.jpg
size:3264,2448
JPEG:AT.P.163_8.jpg",,,,,,,,,,,
AT.P.0164,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.164.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,"Verso: UR: ""Dec 13 / 88""",,Painting,18,24,,,in,,AT.P.164.jpg,"remote:AT.P.164.jpg
size:3264,2448
JPEG:AT.P.164_8.jpg",,,,,,,,,,,
AT.P.0165,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.165.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,"Verso: LL ""Dec 14 / 88",,Painting,18,24,,,in,,AT.P.165.jpg,"remote:AT.P.165.jpg
size:3264,2448
JPEG:AT.P.165_8.jpg",,,,,,,,,,,
AT.P.0166,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.166.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,in,,AT.P.166.jpg,"remote:AT.P.166.jpg
size:3264,2448
JPEG:AT.P.166_8.jpg",,,,,,,,,,,
AT.P.0167,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.167.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,in,,AT.P.167.jpg,"remote:AT.P.167.jpg
size:3264,2448
JPEG:AT.P.167_8.jpg",,,,,,,,,,,
AT.P.0168,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.168.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,in,,AT.P.168.jpg,"remote:AT.P.168.jpg
size:3264,2448
JPEG:AT.P.168_8.jpg",,,,,,,,,,,
AT.P.0169,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.169.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,"Verso: UR: ""Dec 13 / 88""",,Painting,18,24,,,in,,AT.P.169.jpg,"remote:AT.P.169.jpg
size:3264,2448
JPEG:AT.P.169_8.jpg",,,,,,,,,,,
AT.P.0170,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.170.jpg,Aldo Tambellini,The Screw 1,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,in,,AT.P.170.jpg,"remote:AT.P.170.jpg
size:2448,3264
JPEG:AT.P.170_8.jpg",,,,,,,,,,,
AT.P.0171,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.171.jpg,Aldo Tambellini,The Screw 2,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,in,,AT.P.171.jpg,"remote:AT.P.171.jpg
size:2448,3264
JPEG:AT.P.171_8.jpg",,,,,,,,,,,
AT.P.0172,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.172.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchbook pad cover,,,Painting,24,18,,,in,,AT.P.172.jpg,"remote:AT.P.172.jpg
size:3264,2448
JPEG:AT.P.172_8.jpg",,,,,,,,,,,
AT.P.0173,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.173.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchbook pad cover,,,Painting,24,18,,,in,,AT.P.173.jpg,"remote:AT.P.173.jpg
size:3264,2448
JPEG:AT.P.173_8.jpg",,,,,,,,,,,
AT.P.0174,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.174.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,in,,AT.P.174.jpg,"remote:AT.P.174.jpg
size:3264,2448
JPEG:AT.P.174_8.jpg",,,,,,,,,,,
AT.P.0175,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.175.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,in,,AT.P.175.jpg,"remote:AT.P.175.jpg
size:3264,2448
JPEG:AT.P.175_8.jpg",,,,,,,,,,,
AT.P.0176,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.176.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on crumbled sketchpad paper,,,Painting,24,18,,,in,,AT.P.176.jpg,"remote:AT.P.176.jpg
size:3264,2448
JPEG:AT.P.176_8.jpg",,,,,,,,,,,
AT.P.0177,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.177.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back,,,Painting,24,18,,,in,,AT.P.177.jpg,"remote:AT.P.177.jpg
size:3264,2448
JPEG:AT.P.177_8.jpg",,,,,,,,,,,
AT.P.0178,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.178.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back,,,Painting,24,18,,,in,,AT.P.178.jpg,"remote:AT.P.178.jpg
size:3264,2448
JPEG:AT.P.178_8.jpg",,,,,,,,,,,
AT.P.0179,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.179.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,24,18,,,in,,AT.P.179.jpg,"remote:AT.P.179.jpg
size:3264,2448
JPEG:AT.P.179_8.jpg",,,,,,,,,,,
AT.P.0180,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.180.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,24,18,,,in,,AT.P.180.jpg,"remote:AT.P.180.jpg
size:3264,2448
JPEG:AT.P.180_8.jpg",,,,,,,,,,,
AT.P.0181,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.181.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,11.375,13.75,,,in,,AT.P.181.jpg,"remote:AT.P.181.jpg
size:3264,2448
JPEG:AT.P.181_8.jpg",,,,,,,,,,,
AT.P.0182,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.182.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,11.2,13.875,,,in,,AT.P.182.jpg,"remote:AT.P.182.jpg
size:3264,2448
JPEG:AT.P.182_8.jpg",,,,,,,,,,,
AT.P.0183,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.183.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper,,,Painting,13.875,17,,,in,,AT.P.183.jpg,"remote:AT.P.183.jpg
size:3264,2448
JPEG:AT.P.183_8.jpg",,,,,,,,,,,
AT.P.0184,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,AT.P.184.jpg,Aldo Tambellini,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper glued on sketchpad cardboard backing with wire spiral,,,Painting,14.2,17,,,in,,AT.P.184.jpg,"remote:AT.P.184.jpg
size:3264,2448
JPEG:AT.P.184_8.jpg",,,,,,,,,,,
AT.P.0185,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,AT.P.185.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,23.875,,,in,,AT.P.185.jpg,"remote:AT.P.185.jpg
size:3264,2448
JPEG:AT.P.185_8.jpg",,,,,,,,,,,
AT.P.0186,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,AT.P.186.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,in,,AT.P.186.jpg,"remote:AT.P.186.jpg
size:3264,2448
JPEG:AT.P.186_8.jpg",,,,,,,,,,,
AT.P.0187,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,AT.P.187.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,in,,AT.P.187.jpg,"remote:AT.P.187.jpg
size:3264,2448
JPEG:AT.P.187_8.jpg",,,,,,,,,,,
AT.P.0188,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,AT.P.188.jpg,Aldo Tambellini,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,in,,AT.P.188.jpg,"remote:AT.P.188.jpg
size:3264,2448
JPEG:AT.P.188_8.jpg",,,,,,,,,,,
AT.P.0189,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.189b.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper. Verso: Pen and pencil,,,Painting,18,24,,,in,,AT.P.189b.jpg,"remote:AT.P.189.jpg
size:3264,2448
JPEG:AT.P.189_8.jpg","remote:AT.P.189b.jpg
size:3264,2448
JPEG:AT.P.189b_8.jpg",,,,,,,,,,
AT.P.0190,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.190.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,18,25,,,in,,AT.P.190.jpg,"remote:AT.P.190.jpg
size:3264,2448
JPEG:AT.P.190_8.jpg",,,,,,,,,,,
AT.P.0191,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.191.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,19.25,25,,,in,,AT.P.191.jpg,"remote:AT.P.191.jpg
size:3264,2448
JPEG:AT.P.191_8.jpg",,,,,,,,,,,
AT.P.0192,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.192.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco and graphite on paper,"Verso: UL: ""2353""",Tear in the LL,Painting,22.2,35,,,in,,AT.P.192.jpg,"remote:AT.P.192.jpg
size:3264,2448
JPEG:AT.P.192_8.jpg",,,,,,,,,,,
AT.P.0193,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.193.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco and graphite on paper,"Verso: UL"" ""2360""",,Painting,23,35,,,in,,AT.P.193.jpg,"remote:AT.P.193.jpg
size:3264,2448
JPEG:AT.P.193_8.jpg",,,,,,,,,,,
AT.P.0195,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.195.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco and graphite on paper,"Verso UL: ""2359""",,Painting,23,35,,,in,,AT.P.195.jpg,"remote:AT.P.195.jpg
size:3264,2448
JPEG:AT.P.195_8.jpg",,,,,,,,,,,
AT.P.0196,Aldo foundation,this is not 2334,"Rack 11, Shelf 2",,06/06/2013,AT.P.196.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco and graphite on paper,"Verso:UL:  ""2334""",,Painting,22.5,35,,,in,,AT.P.196.jpg,"remote:AT.P.196.jpg
size:3264,2448
JPEG:AT.P.196_8.jpg",,,,,,,,,,,
AT.P.0197,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.197.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2366""",,Painting,22.5,35,,,in,,AT.P.197.jpg,"remote:AT.P.197.jpg
size:3264,2448
JPEG:AT.P.197_8.jpg",,,,,,,,,,,
AT.P.0198,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.198.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2347""",,Painting,23.125,35,,,in,,AT.P.198.jpg,"remote:AT.P.198.jpg
size:3264,2448
JPEG:AT.P.198_8.jpg",,,,,,,,,,,
AT.P.0199,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.199.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2337""",,Painting,35,23,,,in,,AT.P.199.jpg,"remote:AT.P.199.jpg
size:3264,2448
JPEG:AT.P.199_8.jpg",,,,,,,,,,,
AT.P.0200,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.200.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2363""",,Painting,23.125,35,,,in,,AT.P.200.jpg,"remote:AT.P.200.jpg
size:3264,2448
JPEG:AT.P.200_8.jpg",,,,,,,,,,,
AT.P.0201,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.201.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2362""",,Painting,11.0625,35,,,in,,AT.P.201.jpg,"remote:AT.P.201.jpg
size:3264,2448
JPEG:AT.P.201_8.jpg",,,,,,,,,,,
AT.P.0202,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.202.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,23.125,35,,,in,,AT.P.202.jpg,"remote:AT.P.202.jpg
size:3264,2448
JPEG:AT.P.202_8.jpg",,,,,,,,,,,
AT.P.0203,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.203.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2243""",,Painting,36,24,,,in,,AT.P.203.jpg,"remote:AT.P.203.jpg
size:2448,3264
JPEG:AT.P.203_8.jpg",,,,,,,,,,,
AT.P.0204,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.204.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,22.2,35,,,in,,AT.P.204.jpg,"remote:AT.P.204.jpg
size:3264,2448
JPEG:AT.P.204_8.jpg",,,,,,,,,,,
AT.P.0205,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.205.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,23.125,35,,,in,,AT.P.205.jpg,"remote:AT.P.205.jpg
size:3264,2448
JPEG:AT.P.205_8.jpg",,,,,,,,,,,
AT.P.0206,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.206.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,22.5,35,,,in,,AT.P.206.jpg,"remote:AT.P.206.jpg
size:3264,2448
JPEG:AT.P.206_8.jpg",,,,,,,,,,,
AT.P.0207,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.207.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2358""",,Painting,23,35,,,in,,AT.P.207.jpg,"remote:AT.P.207.jpg
size:3264,2448
JPEG:AT.P.207_8.jpg",,,,,,,,,,,
AT.P.0208,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.208.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2454""",,Painting,22.2,35,,,in,,AT.P.208.jpg,"remote:AT.P.208.jpg
size:3264,2448
JPEG:AT.P.208_8.jpg",,,,,,,,,,,
AT.P.0209,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.209.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2361""",,Painting,22.5,35,,,in,,AT.P.209.jpg,"remote:AT.P.209.jpg
size:3264,2448
JPEG:AT.P.209_8.jpg",,,,,,,,,,,
AT.P.0210,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.210.jpg,Aldo Tambellini,,Unknwon,,n.d.,Duco on paper,"Verso: UL: ""2377""",,Painting,23,35,,,in,,AT.P.210.jpg,"remote:AT.P.210.jpg
size:3264,2448
JPEG:AT.P.210_8.jpg",,,,,,,,,,,
AT.P.0211,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.211.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2378""",,Painting,23.125,35,,,in,,AT.P.211.jpg,"remote:AT.P.211.jpg
size:3264,2448
JPEG:AT.P.211_8.jpg",,,,,,,,,,,
AT.P.0212,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.212.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2373""",,Painting,23,35,,,in,,AT.P.212.jpg,"remote:AT.P.212.jpg
size:3264,2448
JPEG:AT.P.212_8.jpg",,,,,,,,,,,
AT.P.0214,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.214.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper with white acrylic,"Verso: UL: ""2365""",Small tear CR edge,Painting,22.2,35,,,in,,AT.P.214.jpg,"remote:AT.P.214.jpg
size:3264,2448
JPEG:AT.P.214_8.jpg",,,,,,,,,,,
AT.P.0215,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.215.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2359""",Small tear CB edge,Painting,22.2,35,,,in,,AT.P.215.jpg,"remote:AT.P.215.jpg
size:3264,2448
JPEG:AT.P.215_8.jpg",,,,,,,,,,,
AT.P.0216,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.216.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,22.2,35,,,in,,AT.P.216.jpg,"remote:AT.P.216.jpg
size:3264,2448
JPEG:AT.P.216_8.jpg",,,,,,,,,,,
AT.P.0217,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.217.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,23.125,35,,,in,,AT.P.217.jpg,"remote:AT.P.217.jpg
size:3264,2448
JPEG:AT.P.217_8.jpg",,,,,,,,,,,
AT.P.0218,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,AT.P.218.jpg,Aldo Tambellini,,Unknown,,n.d.,Duco on paper,,,Painting,23.125,35,,,in,,AT.P.218.jpg,"remote:AT.P.218.jpg
size:3264,2448
JPEG:AT.P.218_8.jpg",,,,,,,,,,,
AT.P.0219,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.219.jpg,Aldo Tambellini,EB-219,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,in,,AT.P.219.jpg,"remote:AT.P.219.jpg
size:3264,2448
JPEG:AT.P.219_8.jpg",,,,,,,,,,,
AT.P.0220,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.220.jpg,Aldo Tambellini,EB-220,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,in,,AT.P.220.jpg,"remote:AT.P.220.jpg
size:3264,2448
JPEG:AT.P.220_8.jpg",,,,,,,,,,,
AT.P.0221,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.221.jpg,Aldo Tambellini,EB-221,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,in,,AT.P.221.jpg,"remote:AT.P.221.jpg
size:3264,2448
JPEG:AT.P.221_8.jpg",,,,,,,,,,,
AT.P.0224,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.224.jpg,Aldo Tambellini,EB-224,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,in,,AT.P.224.jpg,"remote:AT.P.224.jpg
size:3264,2448
JPEG:AT.P.224_8.jpg",,,,,,,,,,,
AT.P.0234,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.234.jpg,Aldo Tambellini,EB-234,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: UL: ""2209""",,Painting,26,26,,,in,,AT.P.234.jpg,"remote:AT.P.234.jpg
size:3264,2448
JPEG:AT.P.234_8.jpg",,,,,,,,,,,
AT.P.0235,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.235.jpg,Aldo Tambellini,EB-235,To Be Enveloped by Black,,,Duco on paper with sand,"Recto: LR: ""Aldo Tambellini April 18/ 64""",,Painting,26,26,,,in,,AT.P.235.jpg,"remote:AT.P.235.jpg
size:3264,2448
JPEG:AT.P.235_8.jpg",,,,,,,,,,,
AT.P.0236,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.236.jpg,Aldo Tambellini,EB-236,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: UL: ""2248""",,Painting,26,26,,,in,,AT.P.236.jpg,"remote:AT.P.236.jpg
size:3264,2448
JPEG:AT.P.236_8.jpg",,,,,,,,,,,
AT.P.0237,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,AT.P.237.jpg,Aldo Tambellini,EB-237,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: UL: ""2243""",,Painting,26,26,,,in,,AT.P.237.jpg,"remote:AT.P.237.jpg
size:3264,2448
JPEG:AT.P.237_8.jpg",,,,,,,,,,,
